Feature_X,Target_y
0.0,7.973713224089861
0.25125628140703515,3.647654434851628
0.5025125628140703,10.68904599324775
0.7537688442211055,18.44554538392752
1.0050251256281406,5.141848379097734
1.2562814070351758,5.895748565512083
1.507537688442211,21.156315589385763
1.758793969849246,15.415859742771008
2.0100502512562812,6.274355666289226
2.2613065326633164,15.124399946677666
2.5125628140703515,7.830346899711357
2.7638190954773867,8.565619257870104
3.015075376884422,14.980924303181538
3.266331658291457,-1.5072469823880112
3.517587939698492,0.7534211589912143
3.7688442211055273,10.808232429388799
4.0201005025125625,7.957652544862297
4.271356783919598,19.328049012520985
4.522613065326633,10.303646591810214
4.773869346733668,7.023178429518671
5.025125628140703,30.800567035794543
5.276381909547738,18.02293532475093
5.527638190954773,21.12314021036771
5.7788944723618085,9.93869792737777
6.030150753768844,17.73539046510507
6.281407035175879,23.731601823206567
6.532663316582914,14.390041330370321
6.783919597989949,27.357342940735222
7.035175879396984,20.30041811884051
7.2864321608040195,23.525746484065845
7.537688442211055,21.799412428797986
7.78894472361809,42.18505964692577
8.040201005025125,28.0126252171719
8.29145728643216,20.412684427649275
8.542713567839195,36.2085000003431
8.793969849246231,20.615160347970516
9.045226130653266,32.80658715199784
9.2964824120603,16.212086245142693
9.547738693467336,22.01772768921456
9.798994974874372,34.9718748115761
10.050251256281406,40.058486408807504
10.30150753768844,36.275468862585086
10.552763819095476,34.73310519818051
10.804020100502512,34.00323073679323
11.055276381909547,25.337653222789218
11.306532663316581,32.16084432279207
11.557788944723617,34.988256666492546
11.809045226130653,47.884113488143285
12.060301507537687,42.92985083916075
12.311557788944722,26.83035212393229
12.562814070351758,44.28111396621364
12.814070351758794,39.36155281194585
13.065326633165828,37.780603897049815
13.316582914572862,48.84315905444553
13.567839195979898,52.9515137679073
13.819095477386934,52.90752738509039
14.070351758793969,39.4973150906008
14.321608040201003,44.491125113793295
14.572864321608039,50.36870041605263
14.824120603015075,56.2767228260241
15.07537688442211,45.39273675050401
15.326633165829143,48.49462768417689
15.57788944723618,41.88298854966031
15.829145728643216,41.917784193284284
16.08040201005025,58.741412609304334
16.331658291457284,63.84489510293843
16.58291457286432,53.172662745950284
16.834170854271356,62.530775745950265
17.08542713567839,58.14936960741625
17.336683417085425,50.84909221441528
